rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_name,artist_genres,album_name,key_scale,dynamic_complexity,happy,non_happy,arousal,valence,danceability,aggressive,non_aggressive,sad,non_sad,relaxed,non_relaxed,party,non_party
1,spotify:track:6qB33ch9RK0aoMfxfnlXa1,Osher Cohen,פלסטרים,Helicon Aroma Music Ltd. / P.A.I Ltd.,1,1,6,538437,Osher Cohen,['israeli mediterranean'],פלסטרים,major,5.508905888,0.046320058,0.953679979,4.355154037,5.078290462,1.047525287,0.269920886,0.730079114,0.677911997,0.322087973,0.249316111,0.750683904,0.460837841,0.539162219
2,spotify:track:1Jx6aZyJR985kw8CWUZ15O,"Omer Adam, Odeya, ShrekDiMC",צמוד צמוד,P.A.I LTD / Helicon Aroma Music LTD,1,2,7,512812,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",צמוד צמוד,minor,3.302117348,0.102002874,0.897997141,4.666917801,5.077278137,1.254024148,0.40726766,0.59273237,0.767216384,0.232783601,0.502724588,0.497275412,0.380663186,0.619336784
3,spotify:track:4zXfQYhcSboWEOAwIQST9N,Omer Adam,רק שלך,P.A.I LTD,1,4,10,421135,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",חמישה לילות,major,5.261781216,0.005492819,0.994507134,3.374183655,4.399245262,1.176395774,0.069740988,0.930259049,0.40233779,0.597662151,0.02548095,0.974519014,0.823960483,0.176039487
4,spotify:track:2Ozw7k5CLtM5W9SomrOyjw,Eden Golan,Hurricane,Session42,1,3,12,364651,Eden Golan,[],Hurricane,major,5.905370235,0.005968451,0.994031489,3.616343498,4.599684715,1.064986825,0.042205974,0.957794011,0.361118585,0.638881445,0.024102194,0.975897849,0.83382684,0.166173205
5,spotify:track:17Gbwxyhsj0dznw9DSruNC,"Omer Adam, ShrekDiMC",ראיתי עולם,P.A.I LTD,5,-1,1,295194,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",ראיתי עולם,minor,3.054879189,0.191248789,0.808751166,4.191026688,4.253612041,1.203769565,0.117640078,0.882359922,0.552031875,0.447968155,0.296752572,0.703247428,0.44298631,0.55701369
6,spotify:track:2yPnlfwQ1AmhHauqQWDlWZ,Osher Cohen,מנגן ושר,Helicon Aroma Music Ltd./ P.A.I Ltd.,1,5,16,294832,Osher Cohen,['israeli mediterranean'],THE LAST EPISODE,major,5.385091305,0.01744836,0.982551575,3.913222551,4.754518509,1.01704812,0.100310795,0.899689257,0.42699936,0.573000669,0.08263851,0.917361438,0.623763502,0.376236498
7,spotify:track:4dELL8S6XVMibwBkjJACF1,Omer Adam,לילות וקללות,P.A.I LTD,2,6,10,286610,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",חמישה לילות,major,4.292721272,0.105472393,0.894527614,5.124929428,4.738688469,1.045960307,0.336558491,0.663441539,0.885976672,0.114023313,0.542694569,0.457305431,0.666462541,0.333537489
8,spotify:track:5lNB8HWmxpICQXi5Pgatz1,"Shahar Tavoch, Agam Buhbut",נאדי באדי,NMC United Entertainment Ltd.,5,7,11,263771,שחר טבוך,[],"היי, זה שחר",minor,5.524550915,0.218278125,0.78172183,4.075875282,4.593933105,1.103690624,0.40120393,0.59879607,0.742008567,0.257991433,0.447847217,0.552152753,0.271976978,0.728022993
9,spotify:track:2fewVF6oOGKux69rHGbPMq,Eden Hason,צוחקת ובוכה,Mobile1 Music,4,8,17,247148,Eden Hason,['israeli mediterranean'],צוחקת ובוכה,major,5.990991116,0.055922538,0.944077492,3.540777683,4.175826073,0.999192774,0.134972185,0.865027785,0.434330255,0.565669775,0.121226527,0.878773451,0.683898866,0.316101104
10,spotify:track:629DixmZGHc7ILtEntuiWE,Billie Eilish,LUNCH,Darkroom/Interscope Records,10,13,2,230056,Billie Eilish,"['art pop', 'pop']",HIT ME HARD AND SOFT,major,4.743817806,0.005968451,0.994031489,3.616343498,4.599684715,1.439647436,0.042205974,0.957794011,0.361118585,0.638881445,0.024102194,0.975897849,0.83382684,0.166173205
11,spotify:track:3xkHsmpQCBMytMJNiDf3Ii,Benson Boone,Beautiful Things,"Night Street Records, Inc./Warner Records Inc.",4,10,18,220237,Benson Boone,['singer-songwriter pop'],Fireworks & Rollerblades,major,5.528609753,0.109266087,0.890733957,4.155205727,4.490523338,0.974646509,0.296191275,0.703808725,0.657162011,0.342837989,0.306262523,0.693737507,0.481308997,0.518691003
