rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:2QkVXq7dLpefWAiETsvIOs","Omer Adam","אהובתי כבר לא רואה אותי","P.A.I LTD",1,2,3,"574638"
2,"spotify:track:5ppuL7dOIhd7td0YCJJuwf","Omer Adam","טקילה","P.A.I LTD",2,4,3,"467265"
3,"spotify:track:3CZdlwKHGTvfveatbfKD3q","ששון איפרם שאולוב","תמיד אוהב אותי","Mobile1 Music",1,1,10,"452686"
4,"spotify:track:78FrkrO3KgizjXDObyFvzW","Static","צ'יק צ'ק","Mobile1 Music",1,3,12,"395043"
5,"spotify:track:4L5Uj4Dt6rjFL0H7hl2qHF","Omer Adam","עברנו הכל","P.A.I LTD",5,5,11,"331682"
6,"spotify:track:1ChZJDdEU5tR4ZrLeuDh5u","Osher Cohen","לופ","Helicon Aroma Music Ltd. / P.A.I Ltd.",1,6,11,"314553"
7,"spotify:track:5nYFRLTLrqiETyy6LUPfhQ","STILLA, Ness","מגדלים","2024 Va’ad Ha Bait records & Maman Productions by PIL ltd",1,7,20,"307802"
8,"spotify:track:37ZPaitKESRLXRkjrvJVTb","Omer Adam","נרקומן של בדידות","P.A.I LTD",8,9,3,"301184"
9,"spotify:track:3pTsE064ZTJ1n8bP3VAm2c","Omer Adam","תהום","P.A.I LTD",8,8,3,"296834"
10,"spotify:track:0auLq7aePfiNwd1YZNlC4S","Omer Adam","גברת אגו","P.A.I LTD",10,11,3,"280977"
11,"spotify:track:2plbrEY59IikOBgBGLjaoe","Lady Gaga, Bruno Mars","Die With A Smile","Interscope",7,13,15,"256606"
12,"spotify:track:3FihyZ7YA7vrNiSUfWww10","STILLA, Ness","באמפרים","2024 Va’ad Ha Bait records & Maman Productions by PIL ltd",1,12,27,"248834"
13,"spotify:track:40i7ilG9ltStXi09E5m32E","Odeya","בן אדם","Helicon Aroma Music Ltd.",3,10,14,"247144"
14,"spotify:track:5vNRhkKd0yEAg8suGBpjeY","ROSÉ, Bruno Mars","APT.","Atlantic Records",14,19,6,"232464"
15,"spotify:track:7hBNxod1lDW2HKu9wlBUp5","Odeya","עובד בכפר","Helicon Aroma Music Ltd.",15,15,14,"228127"
