rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:3CZdlwKHGTvfveatbfKD3q","ששון איפרם שאולוב","תמיד אוהב אותי","Mobile1 Music",1,2,12,"517793"
2,"spotify:track:2QkVXq7dLpefWAiETsvIOs","Omer Adam","אהובתי כבר לא רואה אותי","P.A.I LTD",1,1,5,"487170"
3,"spotify:track:5ppuL7dOIhd7td0YCJJuwf","Omer Adam","טקילה","P.A.I LTD",2,3,5,"397006"
4,"spotify:track:4L5Uj4Dt6rjFL0H7hl2qHF","Omer Adam","עברנו הכל","P.A.I LTD",4,4,13,"317668"
5,"spotify:track:3pTsE064ZTJ1n8bP3VAm2c","Omer Adam","תהום","P.A.I LTD",5,7,5,"315958"
6,"spotify:track:1ChZJDdEU5tR4ZrLeuDh5u","Osher Cohen","לופ","Helicon Aroma Music Ltd. / P.A.I Ltd.",1,6,13,"310034"
7,"spotify:track:37ZPaitKESRLXRkjrvJVTb","Omer Adam","נרקומן של בדידות","P.A.I LTD",5,5,5,"303748"
8,"spotify:track:78FrkrO3KgizjXDObyFvzW","Static","צ'יק צ'ק","Mobile1 Music",1,8,14,"295254"
9,"spotify:track:5nYFRLTLrqiETyy6LUPfhQ","STILLA, Ness","מגדלים","2024 Va’ad Ha Bait records & Maman Productions by PIL ltd",1,9,22,"286503"
10,"spotify:track:4wJ5Qq0jBN4ajy7ouZIV1c","ROSÉ, Bruno Mars","APT.","Atlantic Records",10,11,8,"274849"
11,"spotify:track:2plbrEY59IikOBgBGLjaoe","Lady Gaga, Bruno Mars","Die With A Smile","Interscope",7,10,17,"267816"
12,"spotify:track:3FihyZ7YA7vrNiSUfWww10","STILLA, Ness","באמפרים","2024 Va’ad Ha Bait records & Maman Productions by PIL ltd",1,14,29,"262564"
13,"spotify:track:7hBNxod1lDW2HKu9wlBUp5","Odeya","עובד בכפר","Helicon Aroma Music Ltd.",13,13,16,"240515"
14,"spotify:track:34KzX8fwFPLchmOvYBDap0","Osher Cohen, Noa Kirel","אין אותי","Helicon Aroma Music Ltd. / P.A.I Ltd.",1,16,21,"232491"
15,"spotify:track:6qB33ch9RK0aoMfxfnlXa1","Osher Cohen","פלסטרים","Helicon Aroma Music Ltd. / P.A.I Ltd.",1,20,34,"225151"
16,"spotify:track:40i7ilG9ltStXi09E5m32E","Odeya","בן אדם","Helicon Aroma Music Ltd.",3,15,16,"223563"
17,"spotify:track:0auLq7aePfiNwd1YZNlC4S","Omer Adam","גברת אגו","P.A.I LTD",10,12,5,"212768"
18,"spotify:track:4zXfQYhcSboWEOAwIQST9N","Omer Adam","רק שלך","P.A.I LTD",1,21,38,"193836"
