rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_name,artist_genres,album_name
1,spotify:track:5nYFRLTLrqiETyy6LUPfhQ,"STILLA, Ness",מגדלים,2024 Va’ad Ha Bait records & Maman Productions by PIL ltd,1,1,12,407985,סטילה,['israeli hip hop'],מגדלים
2,spotify:track:1ChZJDdEU5tR4ZrLeuDh5u,Osher Cohen,לופ,Helicon Aroma Music Ltd. / P.A.I Ltd.,2,5,3,405715,Osher Cohen,['israeli mediterranean'],לופ
3,spotify:track:78FrkrO3KgizjXDObyFvzW,Static,צ'יק צ'ק,Mobile1 Music,3,6,4,398966,Static,[],צ'יק צ'ק
4,spotify:track:40i7ilG9ltStXi09E5m32E,Odeya,בן אדם,Helicon Aroma Music Ltd.,3,3,6,375513,אודיה,['israeli pop'],ילדה של אמונה
5,spotify:track:34KzX8fwFPLchmOvYBDap0,"Osher Cohen, Noa Kirel",אין אותי,Helicon Aroma Music Ltd. / P.A.I Ltd.,1,2,11,363298,Osher Cohen,['israeli mediterranean'],NEXT EPISODE
6,spotify:track:7AlqKFiOM5X7nJdtbwvsi6,Jasmin Moallem,דאמ,Helicon Music,3,4,8,315543,Jasmin Moallem,['israeli pop'],דאמ
7,spotify:track:3FihyZ7YA7vrNiSUfWww10,"STILLA, Ness",באמפרים,2024 Va’ad Ha Bait records & Maman Productions by PIL ltd,1,8,19,278316,סטילה,['israeli hip hop'],באמפרים
8,spotify:track:0h8eZd7eqwZISaz9bkj1zV,Itay Levi,מערב ראשון,Mobile1 Music,3,9,18,266412,Itay Levi,"['israeli mediterranean', 'mizrahi']",מערב ראשון
9,spotify:track:2plbrEY59IikOBgBGLjaoe,"Lady Gaga, Bruno Mars",Die With A Smile,Interscope,7,7,7,255818,Lady Gaga,"['art pop', 'dance pop', 'pop']",Die With A Smile
10,spotify:track:0D9A15ZzO3VzLIYqOfm6QB,מ',אני חוזר,Ilay Eliyahu Mataraso under exclusive license to D-Music,9,10,16,228637,מ',[],לחזור הביתה
11,spotify:track:4L5Uj4Dt6rjFL0H7hl2qHF,Omer Adam,עברנו הכל,P.A.I LTD,11,16,3,227148,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",עברנו הכל
12,spotify:track:6qB33ch9RK0aoMfxfnlXa1,Osher Cohen,פלסטרים,Helicon Aroma Music Ltd. / P.A.I Ltd.,1,12,24,206967,Osher Cohen,['israeli mediterranean'],פלסטרים
13,spotify:track:3CZdlwKHGTvfveatbfKD3q,ששון איפרם שאולוב,תמיד אוהב אותי,Mobile1 Music,13,32,2,206365,ששון איפרם שאולוב,['israeli pop'],תמיד אוהב אותי
14,spotify:track:0Wr6wZgEP1npYg0vrsWPIZ,Peer Tasi,רוז,Peer Tasi LTD under exclusive license to D-Music,1,11,19,205952,Peer Tasi,['israeli mediterranean'],רדיו שטח 2
15,spotify:track:4DKH1iLhp007TVLURYtmeC,Peer Tasi,מה יהיה מחר,Peer Tasi LTD under exclusive license to D-Music,7,13,19,197311,Peer Tasi,['israeli mediterranean'],רדיו שטח 2
16,spotify:track:4zXfQYhcSboWEOAwIQST9N,Omer Adam,רק שלך,P.A.I LTD,1,14,28,181457,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",חמישה לילות
17,spotify:track:77oczEZHFyfbx5GFlIrfNk,"Odeya, E-Z, LIAD MEIR",הטוב הרע ועודיה,Helicon Aroma Music Ltd.,17,24,4,178368,אודיה,['israeli pop'],ילדה של אמונה
18,spotify:track:1Jx6aZyJR985kw8CWUZ15O,"Omer Adam, Odeya, ShrekDiMC",צמוד צמוד,P.A.I LTD / Helicon Aroma Music LTD,1,17,25,166638,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",צמוד צמוד
19,spotify:track:7hBNxod1lDW2HKu9wlBUp5,Odeya,עובד בכפר,Helicon Aroma Music Ltd.,15,15,6,151120,אודיה,['israeli pop'],ילדה של אמונה
20,spotify:track:2eauhZzDelRWx1f3PmdaxU,Itay Levi,חולה ירח,Mobile1 Music,14,18,18,148388,Itay Levi,"['israeli mediterranean', 'mizrahi']",חולה ירח
21,spotify:track:2yPnlfwQ1AmhHauqQWDlWZ,Osher Cohen,מנגן ושר,Helicon Aroma Music Ltd./ P.A.I Ltd.,1,20,34,141038,Osher Cohen,['israeli mediterranean'],THE LAST EPISODE
22,spotify:track:2fewVF6oOGKux69rHGbPMq,Eden Hason,צוחקת ובוכה,Mobile1 Music,4,25,35,139607,Eden Hason,['israeli mediterranean'],צוחקת ובוכה
23,spotify:track:17Gbwxyhsj0dznw9DSruNC,"Omer Adam, ShrekDiMC",ראיתי עולם,P.A.I LTD,1,19,19,139025,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",ראיתי עולם
24,spotify:track:6JnLTSjPA96Dgg9VCDRf1r,ילד.,למה את?,Universal Music Israel Distributed Labels,6,27,24,138299,ילד.,[],ילד.
25,spotify:track:4I9NVCnjIRVriXfNE7VhE0,Eden Hason,עושה לי צרות,Mobile1 Music,3,21,124,133162,Eden Hason,['israeli mediterranean'],עושה לי צרות
26,spotify:track:6dOtVTDdiauQNBQEDOtlAB,Billie Eilish,BIRDS OF A FEATHER,Darkroom/Interscope Records,15,29,20,126065,Billie Eilish,"['art pop', 'pop']",HIT ME HARD AND SOFT
27,spotify:track:0hdDyhwaJpNW5nsJC3qYPe,Peer Tasi,מלודי,Peer Tasi LTD under exclusive license to D-Music,5,23,19,124983,Peer Tasi,['israeli mediterranean'],רדיו שטח 2
28,spotify:track:5FQCwtsC3YanKJzpfkvnDt,Moshiko Mor,שותפה שלי,E.S Productions under exclusive license to D-Music,28,30,7,124446,Moshiko Mor,['israeli mediterranean'],שותפה שלי
29,spotify:track:1BJJbSX6muJVF2AK7uH1x4,"Adam Port, Stryv, Keinemusik, Orso, Malachiii",Move,Keinemusik,11,28,17,121136,Adam Port,['melodic house'],Move
30,spotify:track:2CUwpTA4gOSouCTyRN1vnE,Itay Levi,אין לי מקום אחר,Mobile1 Music,5,22,42,120203,Itay Levi,"['israeli mediterranean', 'mizrahi']",אין לי מקום אחר
31,spotify:track:4dELL8S6XVMibwBkjJACF1,Omer Adam,לילות וקללות,P.A.I LTD,2,33,28,114788,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",חמישה לילות
32,spotify:track:3xkHsmpQCBMytMJNiDf3Ii,Benson Boone,Beautiful Things,"Night Street Records, Inc./Warner Records Inc.",4,31,36,113272,Benson Boone,['singer-songwriter pop'],Fireworks & Rollerblades
33,spotify:track:6IVIMUcrykPBQqWVA0g7zw,"STILLA, Ness",חרבו דרבו,2023 Maman Productions & Va’ad Ha Bait Records by PIL ltd,1,186,45,112556,סטילה,['israeli hip hop'],חרבו דרבו
