rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_name,artist_genres,album_name
1,spotify:track:0yLdNVWF3Srea0uzk55zFn,Miley Cyrus,Flowers,Columbia,1,-1,1,286342,Miley Cyrus,['pop'],Flowers
2,spotify:track:3zhFqDzJZfnc8L5QkGWWG6,Benaia Barabi,קרן שמש,B.B Productions Ltd. under exclusive license to D-Music,1,1,27,187884,Benaia Barabi,['israeli mediterranean'],קרן שמש
3,spotify:track:4hTFq8sHEVSDXIxTVe4qHJ,Omer Adam,אני,P.A.I LTD,1,3,5,167902,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",אני
4,spotify:track:1bd0D0cXcpGeJXsn2Xt8lc,"Odeya, רואי אדם",האמת,Helicon Aroma Music Ltd.,3,4,15,160690,אודיה,['israeli pop'],האמת
5,spotify:track:7BcRDWY4VTCvRRHoobFWWo,"Tuna, Jasmin Moallem",סהרה - Live,NaNa Disc,1,2,31,152799,Tuna,"['israeli hip hop', 'israeli pop']",סהרה (Live)
6,spotify:track:4I9NVCnjIRVriXfNE7VhE0,Eden Hason,עושה לי צרות,Mobile1 Music,3,5,35,151566,Eden Hason,['israeli mediterranean'],עושה לי צרות
7,spotify:track:1Qrg8KqiBpW07V7PNxwwwL,SZA,Kill Bill,Top Dawg Entertainment/RCA Records,7,12,6,147901,SZA,"['pop', 'r&b', 'rap']",SOS
8,spotify:track:4RyMByXc5HfKc3b8wqwOso,Peer Tasi,אהבה חולה,Peer Tasi LTD under exclusive license to D-Music,8,19,7,144868,Peer Tasi,['israeli mediterranean'],רדיו שטח
9,spotify:track:0iTSkLz9biPGVXqTSrkkNd,"Odeya, Noa Kirel",מאמי,Helicon Aroma Music Ltd./ Noa Kirel under exclusive license to NMC United Entertainment Ltd,5,8,5,131316,אודיה,['israeli pop'],מאמי
10,spotify:track:2dHHgzDwk4BJdRwy9uXhTO,"Metro Boomin, The Weeknd, 21 Savage",Creepin' (with The Weeknd & 21 Savage),Republic Records,10,16,7,129232,Metro Boomin,['rap'],HEROES & VILLAINS
11,spotify:track:4uUG5RXrOk84mYEfFvj3cK,"David Guetta, Bebe Rexha",I'm Good (Blue),Parlophone UK,5,6,21,129169,David Guetta,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",I'm Good (Blue)
12,spotify:track:3idINUuyRidKbQiMFt6EkU,"Gal Adam, NOROZ",משוגעת,P.A.I LTD / NOROZ under exclusive license to D-Music,4,7,13,125200,Gal Adam,['israeli mediterranean'],משוגעת
13,spotify:track:6clAq1cGO4PYimAmzelTmL,Shira Margalit,אחותי כבר לא סובלת אותך,Anana Ltd,12,14,8,125011,Shira Margalit,['israeli pop'],אחותי כבר לא סובלת אותך
14,spotify:track:3nqQXoyQOWXiESFLlDF1hG,"Sam Smith, Kim Petras",Unholy (feat. Kim Petras),Capitol Records UK / EMI,4,9,17,124463,Sam Smith,"['pop', 'uk pop']",Unholy (feat. Kim Petras)
15,spotify:track:1Rh5r9vUOumJ1sbPuv3dkO,Eden Hason,עד שתבואי עד אליי,Mobile1 Music,11,15,8,122459,Eden Hason,['israeli mediterranean'],עד שתבואי עד אליי
16,spotify:track:0urIdTVIjmPX5i9dsIusQj,Odeya,החיים שלי אחריך,Helicon Aroma Music Ltd.,4,11,8,119842,אודיה,['israeli pop'],החיים שלי אחריך
17,spotify:track:5A3bEckI7AjWTguGqZOzUm,Noa Kirel,פנתרה,Noa Kirel under exclusive license to NMC United Entertainment Ltd.,1,13,23,119230,Noa Kirel,['israeli pop'],פנתרה
18,spotify:track:307xzW2nYqkHpnQpt6JM1T,Noa Kirel,Gone,Atlantic Records,18,-1,1,112042,Noa Kirel,['israeli pop'],Gone
19,spotify:track:2XNXcmwubbt8MJYlQRb4V2,Odeya,אינטלקטוערס,Helicon Aroma Music Ltd.,6,17,26,111470,אודיה,['israeli pop'],אינטלקטוערס
20,spotify:track:2QUuLcqNlQUFOuMm4osKdN,Peer Tasi,38,Peer Tasi LTD under exclusive license to D-Music,20,20,7,109465,Peer Tasi,['israeli mediterranean'],רדיו שטח
21,spotify:track:1D8HR389yohrWVZ1yHI2bc,Tuna,היי בייב,NaNa Disc,4,10,57,108769,Tuna,"['israeli hip hop', 'israeli pop']",מזרח פרוע
22,spotify:track:79frUUdqTcE1Qll6Twt8Ds,Ron Buhnik,לב יפה,Mobile1 Music,22,69,15,103272,Ron Buhnik,['israeli pop'],לב יפה
23,spotify:track:4Dvkj6JhhA12EX05fT7y2e,Harry Styles,As It Was,Columbia,1,18,42,95035,Harry Styles,['pop'],Harry's House
24,spotify:track:6Eds9y8ZiQHcIegsEIVcYP,"Avraham Tal, Eden Hason",את חסרה לי & אורות,Mobile1 Music,11,26,15,93873,Avraham Tal,['israeli pop'],את חסרה לי & אורות
25,spotify:track:4W1G1xlxcirdtXosgsR0m0,Agam Buhbut,קופידון (Prod. By Triangle),2022 Z.I. Productions BY PIL LTD,10,22,18,90589,Agam Buhbut,['israeli mediterranean'],קופידון (Prod. By Triangle)
26,spotify:track:5WxVXxCMRnvxUKFq40ELwq,"RAYE, 070 Shake",Escapism.,Human Re Sources,26,33,7,89845,RAYE,"['uk contemporary r&b', 'uk pop']",Escapism. (Sped Up)
27,spotify:track:3xtK7rFrJvL5hrBu4vFgf7,"Anna Zak, Eden Ben Zaken, Nunu",ראשון בבוקר,Sarit Productions LTD / Helicon Aroma Music LTD / Itmodels / Neomi Aharoni Gal under exclusive license to D-Music,18,27,6,87916,Anna Zak,['israeli pop'],ראשון בבוקר
28,spotify:track:7jtQIBanIiJOMS6RyCx6jZ,Tom Odell,Another Love,ITNO/Columbia,21,28,62,87681,Tom Odell,['chill pop'],Long Way Down
29,spotify:track:0SmY5bTuls1ccput6QhHSA,Adir Getz,"אני אוהב, אני מכור, אני שרוף",Unicell,18,32,30,84948,Adir Getz,['israeli mediterranean'],"אני אוהב, אני מכור, אני שרוף"
30,spotify:track:0QHEIqNKsMoOY5urbzN48u,Meghan Trainor,Made You Look,Epic,12,21,12,83951,Meghan Trainor,"['hip pop', 'pop']",Takin' It Back
31,spotify:track:4h9wh7iOZ0GGn8QVp4RAOB,OneRepublic,I Ain't Worried,Interscope Records,14,29,30,80069,OneRepublic,"['piano rock', 'pop']","I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")"
