rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_name,artist_genres,album_name,artist_type
1,spotify:track:0QDGzInNYjTlYI28Xq7slK,"Doli & Penn, Eden Hason",לאהוב אותך כל יום,Dolev Ram / Penn Hazut / Sarit Productions under exclusive license to D-Music,1,2,8,288780,Doli & Penn,['israeli pop'],לאהוב אותך כל יום,Israeli
2,spotify:track:3mCCFs2hdDM2mObzARzxOg,"STILLA, Ness",תיק קטן,2023 Va’ad Ha Bait records By PIL LTD,1,1,11,273048,סטילה,['israeli hip hop'],תיק קטן,Israeli
3,spotify:track:3Au0H4VhjcXZ5HGOHo8Nc3,Static,רונדלים,Mobile1 Music,3,3,21,259282,Static,[],לירז,Israeli
4,spotify:track:2b9TjqgLxE6zOZc4DSmYYx,"Noa Kirel, Forever Tel Aviv, Sagi Kariv",פרובוקטיבית,Noa Kirel / Forever Tel Aviv under exclusive license to D-Music,2,4,6,242331,Noa Kirel,['israeli pop'],פרובוקטיבית,Israeli
5,spotify:track:34aKXUhVdHGTzWOt85RjGq,Osher Cohen,אהבה,Helicon Aroma Music Ltd./ P.A.I Ltd.,5,5,5,204916,Osher Cohen,['israeli mediterranean'],Part II,Israeli
6,spotify:track:4tpT9xacu03ADQI7utG24C,"Anna Zak, Itay Galo",אולסטאר וגופיות,ITModels / Itay Galo under exclusive license to D-Music,5,7,6,186634,Anna Zak,['israeli pop'],אולסטאר וגופיות,Israeli
7,spotify:track:75sIATEdqHxN7jfNsRCwGl,"עידו בי, ערן יוסף, שגב",ברולטה,Mobile1 Music,6,6,5,176188,עידו בי,[],ברולטה,Israeli
8,spotify:track:3QCWA9RzAPb4Xw4BagADFq,Osher Cohen,ככה וככה,Helicon Aroma Music Ltd./ P.A.I Ltd.,7,11,5,160470,Osher Cohen,['israeli mediterranean'],Part II,Israeli
9,spotify:track:1Rh5r9vUOumJ1sbPuv3dkO,Eden Hason,עד שתבואי עד אליי,Mobile1 Music,5,10,33,156538,Eden Hason,['israeli mediterranean'],עד שתבואי עד אליי,Israeli
10,spotify:track:4RyMByXc5HfKc3b8wqwOso,Peer Tasi,אהבה חולה,Peer Tasi LTD under exclusive license to D-Music,1,8,32,154456,Peer Tasi,['israeli mediterranean'],רדיו שטח,Israeli
11,spotify:track:3k79jB4aGmMDUQzEwa46Rz,Olivia Rodrigo,vampire,Olivia Rodrigo PS,9,9,2,152258,Olivia Rodrigo,['pop'],vampire,International
12,spotify:track:6NUzJGlQORUv6NjUwcefr8,Eyal Golan,עיר נמל,Liam Productions under exclusive license to D-Music,12,13,16,149517,Eyal Golan,"['israeli mediterranean', 'israeli pop', 'mizrahi', 'persian pop']",2023,Israeli
13,spotify:track:6dUregFbvUNqHP5nphqesK,Noa Kirel,Unicorn,KAN Israeli Public Broadcasting Corporation under exclusive license to D-Music,1,12,19,143280,Noa Kirel,['israeli pop'],Unicorn,International
14,spotify:track:60BOR51eeN8A3wYIrElggH,"Osher Cohen, Odeya",אני פה,Helicon Aroma Music Ltd./ P.A.I Production Adam Investment Ltd.,2,15,22,136608,Osher Cohen,['israeli mediterranean'],אושר,Israeli
