rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_name,artist_genres,album_name,artist_type
1,spotify:track:3mCCFs2hdDM2mObzARzxOg,"STILLA, Ness",תיק קטן,2023 Va’ad Ha Bait records By PIL LTD,1,1,7,292472,סטילה,['israeli hip hop'],תיק קטן,Israeli
2,spotify:track:2b9TjqgLxE6zOZc4DSmYYx,"Noa Kirel, Forever Tel Aviv, Sagi Kariv",פרובוקטיבית,Noa Kirel / Forever Tel Aviv under exclusive license to D-Music,2,28,2,274570,Noa Kirel,['israeli pop'],פרובוקטיבית,Israeli
3,spotify:track:3Au0H4VhjcXZ5HGOHo8Nc3,Static,רונדלים,Mobile1 Music,3,4,17,223447,Static,[],לירז,Israeli
4,spotify:track:6dUregFbvUNqHP5nphqesK,Noa Kirel,Unicorn,KAN Israeli Public Broadcasting Corporation under exclusive license to D-Music,1,2,15,208988,Noa Kirel,['israeli pop'],Unicorn,International
5,spotify:track:1DmW5Ep6ywYwxc2HMT5BG6,Loreen,Tattoo,Universal Music AB,2,3,8,185363,Loreen,['europop'],Tattoo,International
6,spotify:track:0QDGzInNYjTlYI28Xq7slK,"Doli & Penn, Eden Hason",לאהוב אותך כל יום,Dolev Ram / Penn Hazut / Sarit Productions under exclusive license to D-Music,5,5,4,165010,Doli & Penn,['israeli pop'],לאהוב אותך כל יום,Israeli
7,spotify:track:4RyMByXc5HfKc3b8wqwOso,Peer Tasi,אהבה חולה,Peer Tasi LTD under exclusive license to D-Music,1,7,28,163777,Peer Tasi,['israeli mediterranean'],רדיו שטח,Israeli
8,spotify:track:60BOR51eeN8A3wYIrElggH,"Osher Cohen, Odeya",אני פה,Helicon Aroma Music Ltd./ P.A.I Production Adam Investment Ltd.,2,9,18,158991,Osher Cohen,['israeli mediterranean'],אושר,Israeli
9,spotify:track:1Rh5r9vUOumJ1sbPuv3dkO,Eden Hason,עד שתבואי עד אליי,Mobile1 Music,5,12,29,154748,Eden Hason,['israeli mediterranean'],עד שתבואי עד אליי,Israeli
10,spotify:track:1D8HR389yohrWVZ1yHI2bc,Tuna,היי בייב,NaNa Disc,4,8,78,148677,Tuna,"['israeli hip hop', 'israeli pop']",מזרח פרוע,Israeli
11,spotify:track:5RX8T3EoTuXcybAxe6oPAw,Käärijä,Cha Cha Cha,WM Finland,3,6,6,147745,Käärijä,['finnish pop'],Cha Cha Cha,International
12,spotify:track:6W6ssWo1mqA9bLTo47Alsz,"Jasmin Moallem, Mergui",צונאמי,Helicon Music,12,17,2,141796,Jasmin Moallem,['israeli pop'],אין עולם,Israeli
13,spotify:track:7BcRDWY4VTCvRRHoobFWWo,"Tuna, Jasmin Moallem",סהרה - Live,NaNa Disc,1,11,52,139562,Tuna,"['israeli hip hop', 'israeli pop']",סהרה (Live),Israeli
14,spotify:track:3zhFqDzJZfnc8L5QkGWWG6,Benaia Barabi,קרן שמש,B.B Productions Ltd. under exclusive license to D-Music,1,13,48,138976,Benaia Barabi,['israeli mediterranean'],קרן שמש,Israeli
