rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_name,artist_genres,album_name,artist_type
1,spotify:track:4LRPiXqCikLlN15c3yImP7,Harry Styles,As It Was,Columbia,1,1,4,195728,Harry Styles,['pop'],As It Was,International
2,spotify:track:3fCS3m3uWUgAFm3purs15C,Anna Zak,לך לישון,ITModels under exclusive license to D-Music,1,2,16,122315,Anna Zak,['israeli pop'],לך לישון,Israeli
3,spotify:track:67PF7VLcYEKKF82ziNf9Ur,"Shahar Saul, Agam Buhbut, NOROZ",דובשנייה,Mobile1 Music,2,3,14,120515,שחר סאול,['israeli hip hop'],דובשנייה,Israeli
4,spotify:track:02MWAaffLxlfxAUY7c5dvx,Glass Animals,Heat Waves,Polydor Records,3,6,65,113108,Glass Animals,"['gauze pop', 'indietronica', 'modern rock', 'pov: indie', 'shiver pop']",Dreamland (+ Bonus Levels),International
5,spotify:track:4DgyTAwiSJsT5u5EljsImB,"Noa Kirel, Itay Galo",פעמון,Noa Kirel / Itay Galo under exclusive license to NMC United Entertainment Ltd.,4,4,6,108671,Noa Kirel,['israeli pop'],פעמון,Israeli
6,spotify:track:2SxcL0eba2ILQpJPuBBHsG,Eden Hason,מה פספסתי,Mobile1 Music,4,5,20,105810,Eden Hason,['israeli mediterranean'],מה פספסתי,Israeli
7,spotify:track:05KQMm1vL6MnJkgobUtwft,Omer Adam,לבד על המיטה,P.A.I LTD,2,7,12,102667,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",לבד על המיטה,Israeli
8,spotify:track:1D8HR389yohrWVZ1yHI2bc,Tuna,היי בייב,NaNa Disc,4,8,19,102119,Tuna,"['israeli hip hop', 'israeli pop']",מזרח פרוע,Israeli
9,spotify:track:4OuoS8NAur7tj6rMDpTVjJ,Maya Dadon,כמו שאני,Icon Artist Management under exclusive license to D-Music,9,10,5,101582,Maya Dadon,['israeli pop'],כמו שאני,Israeli
10,spotify:track:1ZEsqzNBQqyC7VLRTUDopj,"Mor, Avi Aburomi",חצי שלי,2022 Avi Aburomi & Sarit Productions BY PIL LTD,10,23,5,95353,Mor,['israeli pop'],חצי שלי,Israeli
11,spotify:track:1HhNoOuqm1a5MXYEgAFl8o,"Imagine Dragons, JID, Arcane, League of Legends",Enemy (with JID) - from the series Arcane League of Legends,Kid Ina Korner / Interscope,1,11,26,93602,Imagine Dragons,"['modern rock', 'pop', 'rock']",Mercury - Act 1,International
12,spotify:track:6so2IwKQyYFkNv1G0FrZ95,Nunu,ליבינג דה דרים,Neomi Aharoni Gal under exclusive license to D-Music,9,9,9,89783,Nunu,['israeli hip hop'],ליבינג דה דרים,Israeli
13,spotify:track:2B4GHvToeLTOBB4QLzW3Ni,Farruko,Pepas,Sony Music Latin,7,12,36,86797,Farruko,"['reggaeton', 'trap latino', 'urbano latino']",La 167,International
14,spotify:track:58HvfVOeJY7lUuCqF0m3ly,Elley Duhé,MIDDLE OF THE NIGHT,Not Fit For Society/RCA Records,14,20,13,86508,Elley Duhé,['alt z'],MIDDLE OF THE NIGHT,International
15,spotify:track:70Vsir4Wan3TrEzGCIZy0l,Eden Hason,ככה כל יום,Mobile1 Music,9,13,11,83597,Eden Hason,['israeli mediterranean'],ככה כל יום,Israeli
16,spotify:track:79h6P8bV0ENtq6Vmhkpewr,Odeya,אם הייתי צריכה,A.M Music Productions LTD,7,14,22,82541,אודיה,['israeli pop'],אם הייתי צריכה,Israeli
17,spotify:track:26ffnwQVV4votOweWSwpeN,Narkis,הולכת איתך,session42,2,15,44,81474,Narkis,['israeli pop'],הולכת איתך,Israeli
18,spotify:track:4N8FwcfRTju02qsgn9Mcl8,Eden Hason,בואי נישן על זה,Mobile1 Music,18,24,2,80623,Eden Hason,['israeli mediterranean'],בואי נישן על זה,Israeli
19,spotify:track:1rDQ4oMwGJI7B4tovsBOxc,Jack Harlow,First Class,Generation Now/Atlantic,19,30,3,80046,Jack Harlow,"['deep underground hip hop', 'hip hop', 'kentucky hip hop', 'pop rap', 'rap']",First Class,International
20,spotify:track:3uUuGVFu1V7jTQL60S1r8z,"Lost Frequencies, Calum Scott",Where Are You Now,Epic Amsterdam,18,22,29,78342,Lost Frequencies,"['belgian edm', 'edm', 'pop dance', 'tropical house']",Where Are You Now,International
21,spotify:track:5PjdY0CKGZdEuoNab3yDmX,"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),Columbia,2,17,42,76453,The Kid LAROI,['australian hip hop'],F*CK LOVE 3: OVER YOU,International
22,spotify:track:4fouWK6XVHhzl78KzQ1UjL,GAYLE,abcdefu,Atlantic/Arthouse Records,7,19,23,74670,GAYLE,"['alt z', 'modern alternative pop']",abcdefu,International
23,spotify:track:4aqlgwaZNzb94QuHP6y58X,"Omer Adam, Static & Ben El",לכאורה,P.A.I LTD / Gaga Booking,12,16,8,72144,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",לכאורה,Israeli
24,spotify:track:5Z9KJZvQzH6PFmb8SNkxuk,"Lil Nas X, Jack Harlow",INDUSTRY BABY (feat. Jack Harlow),Columbia,1,25,40,71910,Lil Nas X,['lgbtq+ hip hop'],MONTERO,International
25,spotify:track:2DB4DdfCFMw1iaR6JaR03a,"Camila Cabello, Ed Sheeran",Bam Bam (feat. Ed Sheeran),Epic,25,29,8,71149,Camila Cabello,"['dance pop', 'pop']",Familia,International
