rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_name,artist_genres,album_name,artist_type
1,spotify:track:3CZdlwKHGTvfveatbfKD3q,ששון איפרם שאולוב,תמיד אוהב אותי,Mobile1 Music,1,2,5,442268,ששון איפרם שאולוב,['israeli pop'],תמיד אוהב אותי,Israeli
2,spotify:track:1ChZJDdEU5tR4ZrLeuDh5u,Osher Cohen,לופ,Helicon Aroma Music Ltd. / P.A.I Ltd.,1,1,6,429423,Osher Cohen,['israeli mediterranean'],לופ,Israeli
3,spotify:track:78FrkrO3KgizjXDObyFvzW,Static,צ'יק צ'ק,Mobile1 Music,3,3,7,416082,Static,[],צ'יק צ'ק,Israeli
4,spotify:track:5nYFRLTLrqiETyy6LUPfhQ,"STILLA, Ness",מגדלים,2024 Va’ad Ha Bait records & Maman Productions by PIL ltd,1,4,15,408721,סטילה,['israeli hip hop'],מגדלים,Israeli
5,spotify:track:40i7ilG9ltStXi09E5m32E,Odeya,בן אדם,Helicon Aroma Music Ltd.,3,5,9,339431,אודיה,['israeli pop'],ילדה של אמונה,Israeli
6,spotify:track:3FihyZ7YA7vrNiSUfWww10,"STILLA, Ness",באמפרים,2024 Va’ad Ha Bait records & Maman Productions by PIL ltd,1,7,22,331924,סטילה,['israeli hip hop'],באמפרים,Israeli
7,spotify:track:34KzX8fwFPLchmOvYBDap0,"Osher Cohen, Noa Kirel",אין אותי,Helicon Aroma Music Ltd. / P.A.I Ltd.,1,6,14,314964,Osher Cohen,['israeli mediterranean'],NEXT EPISODE,Israeli
8,spotify:track:4L5Uj4Dt6rjFL0H7hl2qHF,Omer Adam,עברנו הכל,P.A.I LTD,8,8,6,300692,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",עברנו הכל,Israeli
9,spotify:track:7AlqKFiOM5X7nJdtbwvsi6,Jasmin Moallem,דאמ,Helicon Music,3,9,11,261099,Jasmin Moallem,['israeli pop'],דאמ,Israeli
10,spotify:track:2plbrEY59IikOBgBGLjaoe,"Lady Gaga, Bruno Mars",Die With A Smile,Interscope,7,10,10,243056,Lady Gaga,"['art pop', 'dance pop', 'pop']",Die With A Smile,International
11,spotify:track:0h8eZd7eqwZISaz9bkj1zV,Itay Levi,מערב ראשון,Mobile1 Music,3,11,21,212055,Itay Levi,"['israeli mediterranean', 'mizrahi']",מערב ראשון,Israeli
12,spotify:track:6qB33ch9RK0aoMfxfnlXa1,Osher Cohen,פלסטרים,Helicon Aroma Music Ltd. / P.A.I Ltd.,1,14,27,210985,Osher Cohen,['israeli mediterranean'],פלסטרים,Israeli
13,spotify:track:0D9A15ZzO3VzLIYqOfm6QB,מ',אני חוזר,Ilay Eliyahu Mataraso under exclusive license to D-Music,9,13,19,205947,מ',[],לחזור הביתה,Israeli
14,spotify:track:77oczEZHFyfbx5GFlIrfNk,"Odeya, E-Z, LIAD MEIR",הטוב הרע ועודיה,Helicon Aroma Music Ltd.,12,12,7,191831,אודיה,['israeli pop'],ילדה של אמונה,Israeli
15,spotify:track:4DKH1iLhp007TVLURYtmeC,Peer Tasi,מה יהיה מחר,Peer Tasi LTD under exclusive license to D-Music,7,15,22,189560,Peer Tasi,['israeli mediterranean'],רדיו שטח 2,Israeli
16,spotify:track:0Wr6wZgEP1npYg0vrsWPIZ,Peer Tasi,רוז,Peer Tasi LTD under exclusive license to D-Music,1,16,22,178664,Peer Tasi,['israeli mediterranean'],רדיו שטח 2,Israeli
17,spotify:track:1hLd6flq2cPLvH2Xraimbu,שירז אברהם,תסביכים קשים,Mobile1 Music,17,18,12,169043,שירז אברהם,['israeli pop'],תסביכים קשים,Israeli
18,spotify:track:7hBNxod1lDW2HKu9wlBUp5,Odeya,עובד בכפר,Helicon Aroma Music Ltd.,15,17,9,166583,אודיה,['israeli pop'],ילדה של אמונה,Israeli
19,spotify:track:4zXfQYhcSboWEOAwIQST9N,Omer Adam,רק שלך,P.A.I LTD,1,19,31,156816,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",חמישה לילות,Israeli
